r,z,n,t,tvar,vr,vz,vrvar,vzvar,vrvzcov
0.00015,0.00175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.0052499999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.008749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.01225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.01575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.01925,123.0,0.007278451295605425,2.991669227998938e-5,-2.175347113296224,4.019948668015063,67.1790108694498,97.90793667134463,-0.7375128377918614
0.00015,0.02275,54.0,0.005348601175247207,3.984902041556327e-5,3.9257062322599867,6.349373938023924,100.50457830221089,91.58462025195,-16.354288960450887
0.00015,0.02625,347.0,0.006350480118463285,2.6920219644488605e-5,-0.03712260937526368,1.6034285290228307,54.46249122264335,58.54146366949349,-6.545706014923791
0.00015,0.02975,433.0,0.0036564831966790904,2.6682444656498806e-5,0.9480346701563809,-0.1629314292303988,55.32398661124428,77.22208975800343,10.184877940047596
0.00015,0.03325,15994.0,0.00018599271535366783,8.136969819150927e-7,-0.11783369653395852,-5.8904262586336085,11.437556263640264,75.50814521363637,0.6577258050937079
0.00015,0.03675,20776.0,0.0001999793289331862,1.0567122722183495e-6,-0.057885230928515094,6.966587087580863,13.586943097810252,88.45488688953965,-0.6609332514961088
0.00015,0.04025,1167.0,0.0037450849465455885,2.4160944999353173e-5,-0.18478382275486588,4.720448392247021,61.12162184482016,99.44475953111846,-12.598550805200496
0.00015,0.04375,874.0,0.004687977107013613,2.3629943729124934e-5,-0.09197906874199657,1.8371035368316069,66.69546828284248,96.16424996507945,18.95211962539048
0.00015,0.04725,571.0,0.008282799404034626,9.355624251049367e-5,0.30356271615595826,4.5463960628695546,64.08898612859161,101.90227621510907,-1.7379425912473239
0.00015,0.050749999999999997,529.0,0.007923970092715534,3.851167599896509e-5,-1.103783272406814,8.227233602490813,63.822938489995934,154.77646847567954,-19.787870564142658
0.00015,0.05425,423.0,0.013290236077122418,5.9280953954188214e-5,0.8120012586436283,3.408812580659961,43.93697703968507,91.3891548565621,2.3206930591494035
0.00015,0.057749999999999996,685.0,0.011635432210694909,5.099518293830406e-5,-0.43582366322196536,8.303323537669913,60.361530223057606,122.15264038162,3.5980325310027843
0.00015,0.06125,1034.0,0.011773657172126448,2.9792472208658394e-5,0.5554052441730882,14.765786960709205,57.69570926773657,304.4853810583566,-2.2785717800250964
0.00015,0.06475,971.0,0.011895978864745808,3.884263428101047e-5,-1.8250705365886253,27.325665831608134,44.50637170999358,814.6590215469361,-50.26290725495521
0.00015,0.06824999999999999,653.0,0.013875217090720406,7.270421354349837e-5,0.15996950972604185,42.948902544498665,37.7681169525936,1927.7229038812047,12.82383438024049
0.00015,0.07175,278.0,0.012615458248496948,4.2371355666246574e-5,0.19243083025020719,48.92456284447759,30.02882551000059,2507.779879166372,11.381392980273338
0.00015,0.07525,180.0,0.012272619233650108,6.172258657777751e-5,0.7089220325103455,44.537796967121835,14.59925151323728,2077.777172410539,28.192757202978388
0.00015,0.07875,114.0,0.01275315088208918,7.028816821146871e-5,0.21408202570057877,43.26148004119534,13.02210594203752,1942.7979190172673,11.579182973513948
0.00015,0.08225,114.0,0.012466626077762107,5.251069123583859e-5,0.905171098817877,38.473940035837515,13.17578963245403,1554.8590140697854,29.323760181199503
0.00015,0.08574999999999999,43.0,0.012926842676649793,3.749736323250622e-5,-0.5681542897348364,37.31197719264234,12.735099305899977,1549.2784950835853,-11.761329979207986
0.00015,0.08925,32.0,0.01185915896330303,2.6207337744899324e-5,0.6025792639775873,30.72948301791574,24.443829061976228,1001.8715727344136,9.04432719207223
0.00015,0.09275,9.0,0.015764161773279956,8.778074056925057e-5,-1.5002037755211732,36.54139041087509,26.49159447686027,1439.7768692305765,-77.42265404551061
0.00015,0.09625,5.0,0.013298094769600591,2.766650200678562e-5,1.0610334139337374,29.31326841531532,29.3342292445625,919.7568740652318,29.77159570898172
0.00015,0.09974999999999999,18.0,0.011703813534665862,2.8687617155142635e-5,-1.8411086608083223,28.503696023290825,9.65935621639097,898.0579200502443,-44.59710655866907
0.00015,0.10325,8.0,0.011481464748737926,2.7458453108151097e-5,-1.6759693501984332,20.43521007474253,20.032946383413705,487.4051109922042,-32.77000790310635
0.00015,0.10675,3.0,0.010730866812292579,2.0494550578862386e-5,2.671142264826132,33.09852717955647,10.688005430199365,1125.5885643187898,92.68381310894841
0.00015,0.11025,1.0,0.016851834896728573,0.0,1.5697420751412554,37.21487423859569,2.464090182468775,1384.9468645944933,58.417753913414046
0.00015,0.11374999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.11725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.12075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.12425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
