r,z,n,t,tvar,vr,vz,vrvar,vzvar,vrvzcov
0.00015,0.00175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.0052499999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.008749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.01225,2025.0,0.012283788444545854,8.768293220930486e-5,-0.5599425571775859,-6.76041542615075,50.475935949850154,102.08885232752009,1.3892035906145683
0.00015,0.01575,11945.0,0.010864889619059773,7.497795922068947e-5,0.03999324861352952,-1.7614978941790687,62.98692707150437,71.23835238787738,4.522777673260268
0.00015,0.01925,23920.0,0.010022153948973642,7.235503012941434e-5,-0.03399006486927206,-1.094472990739085,54.452353134552595,74.16869094849375,1.8988883314454117
0.00015,0.02275,44620.0,0.008549822366556454,6.824011939196895e-5,0.008057581362166222,-1.3224112357036475,54.70891447610403,82.47287517843142,-0.39725993863631504
0.00015,0.02625,94133.0,0.007114897175101207,6.272424841939586e-5,-0.0912836298903737,-1.4403894692138148,51.24123477100892,84.06640381897617,-0.18213470518728092
0.00015,0.02975,203387.0,0.004542543045188545,4.247002613627527e-5,0.015932199590026366,-1.2365730946489892,53.465186142159816,81.76428369031233,-0.9464747406759789
0.00015,0.03325,3.168883e6,0.0004222376412036797,4.867654039914974e-6,0.005410820832268912,-5.711894566753446,13.296860985399624,78.58928239770565,-0.06933952208014169
0.00015,0.03675,3.322768e6,0.00045366220716081104,5.371038302648416e-6,0.00348607894881655,6.107188711880876,13.382236028651429,80.73421734032962,0.056155045387854145
0.00015,0.04025,265528.0,0.005221520534890618,5.404714699522937e-5,0.0513282666619951,3.9263851933231937,52.49177764934941,94.26093746521884,-0.3614176558471015
0.00015,0.04375,179515.0,0.0077167186420348775,7.25159801106717e-5,0.007441986944023598,4.051805272425838,52.548780701683,97.31900565436491,-0.28050531183609473
0.00015,0.04725,122452.0,0.009852135580565427,7.81576576444034e-5,-0.13811639385792002,2.8329557100569898,54.27711350948925,87.96360353224199,-0.8136433935990962
0.00015,0.050749999999999997,97140.0,0.011691844205527732,8.736068718078935e-5,0.10304605822762697,3.7894367254933377,58.217944814707856,89.59851465106381,0.13474605746882978
0.00015,0.05425,78539.0,0.012455383087495825,8.147826683798425e-5,0.030772140914796475,4.775625214222091,56.499800314518446,101.86548533326658,-0.5756704945605455
0.00015,0.057749999999999996,59580.0,0.0135386180548961,8.695644024200119e-5,0.0563238670284213,8.169469976684281,56.00525427482924,140.0773538435561,0.14169297949341714
0.00015,0.06125,49778.0,0.013913753566460827,8.081323689378554e-5,-0.144110705811043,14.151596357513405,68.13527212614002,285.32034885783315,-1.011281563811065
0.00015,0.06475,31522.0,0.01445344044777215,8.131019424916498e-5,-0.06379067913700998,26.552767794146014,66.40643575393749,805.2970136699773,-1.578922018446359
0.00015,0.06824999999999999,10792.0,0.014026364023312685,8.553369711073658e-5,0.27736183815693843,38.27882322477417,45.426056348087556,1573.0951797257542,13.331767728504238
0.00015,0.07175,4069.0,0.01475726825840585,6.983944584680023e-5,-0.06698240524222251,43.99112501584273,27.797388001744928,2081.971315218106,1.771472540414081
0.00015,0.07525,2424.0,0.015579935509443418,9.020312387605105e-5,0.3300654638148582,38.55830429079533,19.6278696727862,1584.3546681451212,16.523389595752995
0.00015,0.07875,1141.0,0.01581164511309562,9.395808342705236e-5,0.21455048837741436,35.15947303685941,23.000007207917264,1395.0674360896883,12.701242731768115
0.00015,0.08225,496.0,0.016457426625657412,9.240346786409446e-5,0.43715961306949824,34.23996791576421,28.725130768769603,1385.6747855411259,27.971792952459726
0.00015,0.08574999999999999,409.0,0.015079244739563619,7.95402674757441e-5,-0.3706113470594727,26.364338628429174,23.918537039650356,882.1279112438932,-8.688009206678585
0.00015,0.08925,302.0,0.017354470520163964,0.00012838737354121835,0.196296408786539,20.765837178917796,26.285317670709777,633.1612335282513,-7.971491527141167
0.00015,0.09275,290.0,0.01614997849683363,7.700529357893617e-5,-0.9079716283544135,19.54080411834394,29.13748918528329,565.4212144142981,-16.241144840337828
0.00015,0.09625,201.0,0.017972526621091715,8.249144518687499e-5,1.2273744868957095,14.261480716873901,40.786801481522545,369.44602597487784,24.371363735767
0.00015,0.09974999999999999,189.0,0.01591490878437013,7.809185682968775e-5,0.3169045762583692,15.576471940175496,39.789402871586255,480.70224427239634,10.682949985508621
0.00015,0.10325,169.0,0.017846934092771886,7.78434099003534e-5,0.8473413315330229,12.27088127285753,47.390609756347594,339.20782221801306,5.017730032175813
0.00015,0.10675,162.0,0.018119187558226887,0.0002195417196879807,-0.19863346819897,11.51803702816415,39.41233209728802,291.06968178477024,1.191769131841371
0.00015,0.11025,151.0,0.014953319362509562,6.857667827053868e-5,-0.3882778089377973,13.983786954763987,26.348830179653824,371.7916520968292,-9.891341579593572
0.00015,0.11374999999999999,114.0,0.01594099402511935,9.56557511404665e-5,-0.8484542994710192,11.1589985071908,45.11594827593962,227.82260448365633,-19.64340384230103
