r,z,n,t,tvar,vr,vz,vrvar,vzvar,vrvzcov,ncolls,ncollsvar,lfree,lfreevar
0.00015,0.00175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.0052499999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.008749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.01225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.01575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.01925,14.0,0.0002400634059193258,2.092665106418826e-12,28.04904969054399,31.155042723678974,823.5882811466158,1010.0933123467,907.3357399277695,369.5,16.25,1.80161392990935e-5,2.9128910815848534e-10
0.00015,0.02275,3362.0,7.172336574147831e-5,1.7903476986690904e-8,-1.102297535972593,16.571352867317934,183.1733438990029,535.7301099019245,-23.996618669753822,105.55443188578228,30281.529607068685,2.0049669262249614e-5,5.318951514200411e-10
0.00015,0.02625,5994.0,0.00022399845896492907,9.002819593614294e-8,-0.21807507929227077,19.010734902517253,209.08884376466006,687.1717004534803,-2.0543136831596516,286.32866199532884,130718.40015613439,2.4531029223409574e-5,7.991727417355086e-10
0.00015,0.02975,21814.0,0.0005451291953892274,2.453114626391972e-7,0.28785827954919435,7.512704302058381,214.85431830242058,283.45825218621854,4.645409445655517,661.8369854222055,352825.47062987834,2.042315624625429e-5,6.012415433606635e-10
0.00015,0.03325,40304.0,0.0009501463255340564,7.356288014192252e-7,0.09187682147391726,3.6484042243966717,224.42852287060924,233.29854918551314,11.07108962306984,1141.845945811831,1.0550177576041478e6,1.917778183283308e-5,5.291226703844469e-10
0.00015,0.03675,40665.0,0.0011820013780525014,9.473426093657371e-7,0.27251580950649734,3.487797036169046,222.87868492595925,243.45157843080048,-2.4042807212231514,1418.8334194024335,1.3678692523689445e6,1.9817990128594236e-5,5.551242748772078e-10
0.00015,0.04025,44321.0,0.0012336654062857744,1.119100501070218e-6,0.4169887739127844,2.9612280734045604,217.88561956554966,233.7792291657277,3.196790213271525,1475.968840955753,1.6168825281462348e6,1.9902614835901677e-5,5.65648862622113e-10
0.00015,0.04375,58984.0,0.0014360462044051428,1.4419732969420106e-6,-0.28443886234315363,2.7628056612455745,225.27365535145458,238.27800976133963,-2.459150379231125,1709.5942458971942,2.0644447245030368e6,2.0364790762819137e-5,5.810949486420618e-10
0.00015,0.04725,66554.0,0.0015782058097440304,1.7383459881636797e-6,0.06559898844372933,3.655308533264222,215.86897063407855,238.42322338216837,-2.1185644343659065,1879.7128215256143,2.4646689038532544e6,1.9262575272904196e-5,5.20673597469155e-10
0.00015,0.050749999999999997,50795.0,0.0015557301122976585,1.7533276040340052e-6,0.7471480603305612,4.4453033292478175,209.23940715383637,241.56451918579947,8.722771375293474,1843.2730583718885,2.4902472121405783e6,1.9792873384734837e-5,5.467586702247576e-10
0.00015,0.05425,58142.0,0.0015614980208831881,1.9866253186292594e-6,-0.4532277006146641,4.188632120845325,223.478496340974,243.72392744195628,-7.859938622477908,1844.3176017336857,2.791438595562015e6,2.0307016309043983e-5,5.73927314695056e-10
0.00015,0.057749999999999996,47736.0,0.001657625386726277,2.3202497540052703e-6,0.3772953126395143,3.912699228246014,228.54423600545104,252.2682218643843,-0.0012340287459704016,1954.1371711077572,3.2594238727543885e6,2.0347835669971027e-5,5.741046234648076e-10
0.00015,0.06125,31804.0,0.0019170850371895071,2.3847728926757383e-6,-0.40337808865507135,12.034833782910548,254.0150069127257,373.07824406203537,-6.772520666828371,2247.820720012185,3.320877596816331e6,2.37203004844448e-5,7.66123125387655e-10
0.00015,0.06475,14639.0,0.002082795632930522,2.261095418529193e-6,0.13062815536401434,33.905262465927116,222.85528718800558,1362.8727210257919,-2.321105475386384,2424.565953958607,3.1396585572833833e6,4.6032378768371074e-5,2.862977532407743e-9
0.00015,0.06824999999999999,3020.0,0.002111937214701505,2.024042745496662e-6,-0.49148757928542885,53.12602994093753,166.33912870144906,3033.255716165991,-35.646153480051126,2423.377483443707,2.832349766115521e6,0.00012301576839581844,2.5795406434389704e-8
0.00015,0.07175,365.0,0.001966775893997466,1.7880393174882426e-6,-0.3639337068976601,72.857854956471,71.82381793006245,5461.099503825471,-10.07105735205645,2184.0986301369867,2.4765314752036044e6,0.0006470318802868214,1.0627229238693337e-6
0.00015,0.07525,29.0,0.0019535246299042914,8.469268125876713e-7,-1.1166488639964958,83.0073280235067,33.77397982091909,6964.829687946785,-66.06150581963588,2129.9655172413786,1.199131757431629e6,0.002880093063486847,8.395091016082261e-6
0.00015,0.07875,16.0,0.001912891719041824,8.092212917134232e-7,-1.1339387090066186,82.20670497410069,26.86104428015131,6860.9061514214845,-98.59649346782665,1977.625,1.017687359375e6,0.004401714860243097,3.310733978549437e-5
0.00015,0.08225,3.0,0.0016119190968430035,5.390887175224049e-7,-0.6251378147343685,87.79076493912437,23.408934154100194,7717.487880854093,-70.16200408755003,1430.3333333333333,600004.2222222222,0.012780796491621574,7.41516810901509e-5
0.00015,0.08574999999999999,2.0,0.0015250860685344114,5.226144374224733e-8,-3.3879713380955723,88.3749038573018,12.201272279885435,7856.637990385609,-305.2104580545939,1206.0,22801.0,0.023612421092317128,6.114857548008967e-5
0.00015,0.08925,1.0,0.002514681842977139,0.0,2.8627365768128126,96.1632535274035,8.19526070822194,9247.371328975682,275.2900632182217,1371.0,0.0,0.1056254905233363,0.0
0.00015,0.09275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.09625,1.0,0.0027162263407818667,0.0,1.0869842971860002,84.46364212515473,1.1815348623289428,7134.106841046213,91.81065267318117,858.0,0.0,0.13137640535976042,0.0
0.00015,0.09974999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.10325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.10675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.11025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.11374999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.11725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.12075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.12425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.12775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.13125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.13475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.13824999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.14175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.14525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.14875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.15225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.15575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.15925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.16275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.16625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.16974999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.17325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.17675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.18025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.18375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015,0.18725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
